,EMP,EMP_S,EMPSZFI,EMPSZFI_TTL,ETH_GROUP,ETH_GROUP_TTL,FIRMPDEMP,FIRMPDEMP_S,GEO_ID,GEO_TTL,GEOTYPE,MSA,NAICS2012,NAICS2012_TTL,PAYANN,PAYANN_S,RACE_GROUP,RACE_GROUP_TTL,RCPPDEMP,RCPPDEMP_S,RCPSZFI,RCPSZFI_TTL,SEX,SEX_TTL,ST,VET_GROUP,VET_GROUP_TTL,YEAR,YIBSZFI,YIBSZFI_TTL,us
11167,2535,37.6,001,All firms,001,All firms,454,26.2,0100000US,United States,01,00000,61,Educational services,18910,29.7,40,Black or African American,0,0.0,523,"Firms with sales/receipts of $100,000 to $249,999",001,All firms,00,001,All firms,2014,001,All firms,00
11168,5337,29.6,001,All firms,001,All firms,551,26.8,0100000US,United States,01,00000,61,Educational services,91777,59.1,40,Black or African American,0,0.0,525,"Firms with sales/receipts of $250,000 to $499,999",001,All firms,00,001,All firms,2014,001,All firms,00
11169,1791,41.8,001,All firms,001,All firms,153,35.9,0100000US,United States,01,00000,61,Educational services,31485,42.0,40,Black or African American,0,0.0,531,"Firms with sales/receipts of $500,000 to $999,999",001,All firms,00,001,All firms,2014,001,All firms,00
11170,8725,30.3,001,All firms,001,All firms,270,31.4,0100000US,United States,01,00000,61,Educational services,296828,27.4,40,Black or African American,0,0.0,532,"Firms with sales/receipts of $1,000,000 or more",001,All firms,00,001,All firms,2014,001,All firms,00
11171,0,0.0,611,Firms with no employees,001,All firms,267,40.7,0100000US,United States,01,00000,61,Educational services,0,0.0,40,Black or African American,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11172,1693,10.6,612,Firms with 1 to 4 employees,001,All firms,843,11.0,0100000US,United States,01,00000,61,Educational services,26957,17.4,40,Black or African American,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11173,2127,31.6,620,Firms with 5 to 9 employees,001,All firms,322,31.0,0100000US,United States,01,00000,61,Educational services,53532,70.0,40,Black or African American,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11174,6618,16.9,630,Firms with 10 to 19 employees,001,All firms,563,16.4,0100000US,United States,01,00000,61,Educational services,114533,44.5,40,Black or African American,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11175,7642,45.5,641,Firms with 20 to 49 employees,001,All firms,237,44.2,0100000US,United States,01,00000,61,Educational services,199670,47.0,40,Black or African American,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11176,946,67.7,642,Firms with 50 to 99 employees,001,All firms,16,78.2,0100000US,United States,01,00000,61,Educational services,26115,31.1,40,Black or African American,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11177,612,6.3,651,Firms with 100 to 249 employees,001,All firms,4,0.0,0100000US,United States,01,00000,61,Educational services,15815,7.9,40,Black or African American,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11178,0,0.0,652,Firms with 250 to 499 employees,001,All firms,2,0.0,0100000US,United States,01,00000,61,Educational services,0,0.0,40,Black or African American,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11179,0,0.0,657,Firms with 500 employees or more,001,All firms,0,0.0,0100000US,United States,01,00000,61,Educational services,0,0.0,40,Black or African American,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11180,7456,21.2,001,All firms,001,All firms,1246,17.3,0100000US,United States,01,00000,61,Educational services,157086,40.1,40,Black or African American,0,0.0,001,All firms,002,Female-owned,00,001,All firms,2014,001,All firms,00
11181,11526,29.2,001,All firms,001,All firms,888,18.7,0100000US,United States,01,00000,61,Educational services,272409,32.6,40,Black or African American,0,0.0,001,All firms,003,Male-owned,00,001,All firms,2014,001,All firms,00
11182,945,41.9,001,All firms,001,All firms,119,70.5,0100000US,United States,01,00000,61,Educational services,18580,32.7,40,Black or African American,0,0.0,001,All firms,004,Equally male-/female-owned,00,001,All firms,2014,001,All firms,00
11183,2180,36.9,001,All firms,001,All firms,240,36.8,0100000US,United States,01,00000,61,Educational services,83049,10.1,50,American Indian and Alaska Native,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11184,0,0.0,001,All firms,001,All firms,0,0.0,0100000US,United States,01,00000,61,Educational services,0,0.0,50,American Indian and Alaska Native,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,311,Firms with less than 2 years in business,00
11185,0,0.0,001,All firms,001,All firms,61,74.5,0100000US,United States,01,00000,61,Educational services,0,0.0,50,American Indian and Alaska Native,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,318,Firms with 2 to 3 years in business,00
11186,0,0.0,001,All firms,001,All firms,0,0.0,0100000US,United States,01,00000,61,Educational services,0,0.0,50,American Indian and Alaska Native,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,319,Firms with 4 to 5 years in business,00
11187,0,0.0,001,All firms,001,All firms,105,57.0,0100000US,United States,01,00000,61,Educational services,0,0.0,50,American Indian and Alaska Native,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,321,Firms with 6 to 10 years in business,00
11188,988,78.3,001,All firms,001,All firms,74,54.4,0100000US,United States,01,00000,61,Educational services,12087,45.0,50,American Indian and Alaska Native,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,322,Firms with 11 to 15 years in business,00
11189,0,0.0,001,All firms,001,All firms,0,0.0,0100000US,United States,01,00000,61,Educational services,0,0.0,50,American Indian and Alaska Native,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,323,Firms with 16 or more years in business,00
11190,0,0.0,001,All firms,001,All firms,31,124.3,0100000US,United States,01,00000,61,Educational services,0,0.0,50,American Indian and Alaska Native,0,0.0,001,All firms,001,All firms,00,002,Veteran-owned,2014,001,All firms,00
11191,0,0.0,001,All firms,001,All firms,0,0.0,0100000US,United States,01,00000,61,Educational services,0,0.0,50,American Indian and Alaska Native,0,0.0,001,All firms,001,All firms,00,003,Equally veteran-/nonveteran-owned,2014,001,All firms,00
11192,2180,36.9,001,All firms,001,All firms,209,37.0,0100000US,United States,01,00000,61,Educational services,82430,10.3,50,American Indian and Alaska Native,0,0.0,001,All firms,001,All firms,00,004,Nonveteran-owned,2014,001,All firms,00
11193,0,0.0,001,All firms,020,Hispanic,0,0.0,0100000US,United States,01,00000,61,Educational services,0,0.0,50,American Indian and Alaska Native,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11194,0,0.0,001,All firms,028,Equally Hispanic/non-Hispanic,0,0.0,0100000US,United States,01,00000,61,Educational services,0,0.0,50,American Indian and Alaska Native,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11195,2180,36.9,001,All firms,029,Non-Hispanic,240,36.8,0100000US,United States,01,00000,61,Educational services,83049,10.1,50,American Indian and Alaska Native,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11196,0,0.0,001,All firms,001,All firms,0,0.0,0100000US,United States,01,00000,61,Educational services,0,0.0,50,American Indian and Alaska Native,0,0.0,510,"Firms with sales/receipts of less than $10,000",001,All firms,00,001,All firms,2014,001,All firms,00
11197,0,0.0,001,All firms,001,All firms,36,105.2,0100000US,United States,01,00000,61,Educational services,0,0.0,50,American Indian and Alaska Native,0,0.0,520,"Firms with sales/receipts of $10,000 to $49,999",001,All firms,00,001,All firms,2014,001,All firms,00
11198,0,0.0,001,All firms,001,All firms,10,80.6,0100000US,United States,01,00000,61,Educational services,0,0.0,50,American Indian and Alaska Native,0,0.0,522,"Firms with sales/receipts of $50,000 to $99,999",001,All firms,00,001,All firms,2014,001,All firms,00
11199,0,0.0,001,All firms,001,All firms,81,55.7,0100000US,United States,01,00000,61,Educational services,0,0.0,50,American Indian and Alaska Native,0,0.0,523,"Firms with sales/receipts of $100,000 to $249,999",001,All firms,00,001,All firms,2014,001,All firms,00
11200,0,0.0,001,All firms,001,All firms,93,63.5,0100000US,United States,01,00000,61,Educational services,0,0.0,50,American Indian and Alaska Native,0,0.0,525,"Firms with sales/receipts of $250,000 to $499,999",001,All firms,00,001,All firms,2014,001,All firms,00
11201,0,0.0,001,All firms,001,All firms,17,80.4,0100000US,United States,01,00000,61,Educational services,0,0.0,50,American Indian and Alaska Native,0,0.0,531,"Firms with sales/receipts of $500,000 to $999,999",001,All firms,00,001,All firms,2014,001,All firms,00
11202,0,0.0,001,All firms,001,All firms,2,0.0,0100000US,United States,01,00000,61,Educational services,0,0.0,50,American Indian and Alaska Native,0,0.0,532,"Firms with sales/receipts of $1,000,000 or more",001,All firms,00,001,All firms,2014,001,All firms,00
11203,0,0.0,611,Firms with no employees,001,All firms,31,124.3,0100000US,United States,01,00000,61,Educational services,0,0.0,50,American Indian and Alaska Native,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11204,0,0.0,612,Firms with 1 to 4 employees,001,All firms,100,57.5,0100000US,United States,01,00000,61,Educational services,0,0.0,50,American Indian and Alaska Native,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11205,0,0.0,620,Firms with 5 to 9 employees,001,All firms,55,81.9,0100000US,United States,01,00000,61,Educational services,0,0.0,50,American Indian and Alaska Native,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11206,0,0.0,630,Firms with 10 to 19 employees,001,All firms,10,84.8,0100000US,United States,01,00000,61,Educational services,0,0.0,50,American Indian and Alaska Native,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11207,0,0.0,641,Firms with 20 to 49 employees,001,All firms,41,95.5,0100000US,United States,01,00000,61,Educational services,0,0.0,50,American Indian and Alaska Native,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11208,0,0.0,642,Firms with 50 to 99 employees,001,All firms,1,0.0,0100000US,United States,01,00000,61,Educational services,0,0.0,50,American Indian and Alaska Native,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11209,0,0.0,651,Firms with 100 to 249 employees,001,All firms,0,0.0,0100000US,United States,01,00000,61,Educational services,0,0.0,50,American Indian and Alaska Native,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11210,0,0.0,652,Firms with 250 to 499 employees,001,All firms,0,0.0,0100000US,United States,01,00000,61,Educational services,0,0.0,50,American Indian and Alaska Native,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11211,0,0.0,657,Firms with 500 employees or more,001,All firms,1,0.0,0100000US,United States,01,00000,61,Educational services,0,0.0,50,American Indian and Alaska Native,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11212,437,60.1,001,All firms,001,All firms,64,59.7,0100000US,United States,01,00000,61,Educational services,9895,40.8,50,American Indian and Alaska Native,0,0.0,001,All firms,002,Female-owned,00,001,All firms,2014,001,All firms,00
11213,1743,45.8,001,All firms,001,All firms,176,48.5,0100000US,United States,01,00000,61,Educational services,73154,11.5,50,American Indian and Alaska Native,0,0.0,001,All firms,003,Male-owned,00,001,All firms,2014,001,All firms,00
11214,0,0.0,001,All firms,001,All firms,0,0.0,0100000US,United States,01,00000,61,Educational services,0,0.0,50,American Indian and Alaska Native,0,0.0,001,All firms,004,Equally male-/female-owned,00,001,All firms,2014,001,All firms,00
11215,35849,12.2,001,All firms,001,All firms,5941,7.5,0100000US,United States,01,00000,61,Educational services,740867,16.3,60,Asian,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11216,3635,36.7,001,All firms,001,All firms,944,24.2,0100000US,United States,01,00000,61,Educational services,77278,47.5,60,Asian,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,311,Firms with less than 2 years in business,00
11217,8309,38.1,001,All firms,001,All firms,1434,13.3,0100000US,United States,01,00000,61,Educational services,139749,32.1,60,Asian,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,318,Firms with 2 to 3 years in business,00
11218,3758,43.2,001,All firms,001,All firms,768,28.2,0100000US,United States,01,00000,61,Educational services,48260,41.6,60,Asian,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,319,Firms with 4 to 5 years in business,00
11219,9955,20.7,001,All firms,001,All firms,1517,13.6,0100000US,United States,01,00000,61,Educational services,276656,29.0,60,Asian,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,321,Firms with 6 to 10 years in business,00
11220,9188,30.7,001,All firms,001,All firms,1263,16.6,0100000US,United States,01,00000,61,Educational services,171222,33.8,60,Asian,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,322,Firms with 11 to 15 years in business,00
11221,0,0.0,001,All firms,001,All firms,15,86.6,0100000US,United States,01,00000,61,Educational services,0,0.0,60,Asian,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,323,Firms with 16 or more years in business,00
11222,0,0.0,001,All firms,001,All firms,62,82.7,0100000US,United States,01,00000,61,Educational services,0,0.0,60,Asian,0,0.0,001,All firms,001,All firms,00,002,Veteran-owned,2014,001,All firms,00
11223,0,0.0,001,All firms,001,All firms,62,124.3,0100000US,United States,01,00000,61,Educational services,0,0.0,60,Asian,0,0.0,001,All firms,001,All firms,00,003,Equally veteran-/nonveteran-owned,2014,001,All firms,00
11224,35508,12.8,001,All firms,001,All firms,5817,7.8,0100000US,United States,01,00000,61,Educational services,730769,17.0,60,Asian,0,0.0,001,All firms,001,All firms,00,004,Nonveteran-owned,2014,001,All firms,00
11225,0,0.0,001,All firms,020,Hispanic,93,88.4,0100000US,United States,01,00000,61,Educational services,0,0.0,60,Asian,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11226,0,0.0,001,All firms,028,Equally Hispanic/non-Hispanic,0,0.0,0100000US,United States,01,00000,61,Educational services,0,0.0,60,Asian,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11227,35663,12.3,001,All firms,029,Non-Hispanic,5848,7.5,0100000US,United States,01,00000,61,Educational services,739814,16.4,60,Asian,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11228,0,0.0,001,All firms,001,All firms,129,57.9,0100000US,United States,01,00000,61,Educational services,0,0.0,60,Asian,0,0.0,510,"Firms with sales/receipts of less than $10,000",001,All firms,00,001,All firms,2014,001,All firms,00
11229,1128,28.5,001,All firms,001,All firms,613,29.3,0100000US,United States,01,00000,61,Educational services,23818,101.7,60,Asian,0,0.0,520,"Firms with sales/receipts of $10,000 to $49,999",001,All firms,00,001,All firms,2014,001,All firms,00
11230,1873,23.9,001,All firms,001,All firms,764,20.3,0100000US,United States,01,00000,61,Educational services,16421,19.5,60,Asian,0,0.0,522,"Firms with sales/receipts of $50,000 to $99,999",001,All firms,00,001,All firms,2014,001,All firms,00
11231,6984,26.1,001,All firms,001,All firms,1966,16.7,0100000US,United States,01,00000,61,Educational services,87269,23.1,60,Asian,0,0.0,523,"Firms with sales/receipts of $100,000 to $249,999",001,All firms,00,001,All firms,2014,001,All firms,00
11232,9262,16.1,001,All firms,001,All firms,1589,12.2,0100000US,United States,01,00000,61,Educational services,152514,18.4,60,Asian,0,0.0,525,"Firms with sales/receipts of $250,000 to $499,999",001,All firms,00,001,All firms,2014,001,All firms,00
11233,3885,24.5,001,All firms,001,All firms,463,23.6,0100000US,United States,01,00000,61,Educational services,111821,20.8,60,Asian,0,0.0,531,"Firms with sales/receipts of $500,000 to $999,999",001,All firms,00,001,All firms,2014,001,All firms,00
11234,12718,31.4,001,All firms,001,All firms,418,33.8,0100000US,United States,01,00000,61,Educational services,348874,29.5,60,Asian,0,0.0,532,"Firms with sales/receipts of $1,000,000 or more",001,All firms,00,001,All firms,2014,001,All firms,00
11235,0,0.0,611,Firms with no employees,001,All firms,446,25.4,0100000US,United States,01,00000,61,Educational services,0,0.0,60,Asian,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11236,6637,12.4,612,Firms with 1 to 4 employees,001,All firms,3245,10.8,0100000US,United States,01,00000,61,Educational services,183958,29.4,60,Asian,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11237,9056,16.2,620,Firms with 5 to 9 employees,001,All firms,1379,16.2,0100000US,United States,01,00000,61,Educational services,153673,21.8,60,Asian,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11238,7238,31.7,630,Firms with 10 to 19 employees,001,All firms,537,30.8,0100000US,United States,01,00000,61,Educational services,115683,41.7,60,Asian,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11239,7913,39.6,641,Firms with 20 to 49 employees,001,All firms,268,36.2,0100000US,United States,01,00000,61,Educational services,202112,43.5,60,Asian,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11240,0,0.0,642,Firms with 50 to 99 employees,001,All firms,65,62.7,0100000US,United States,01,00000,61,Educational services,0,0.0,60,Asian,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11241,0,0.0,651,Firms with 100 to 249 employees,001,All firms,1,0.0,0100000US,United States,01,00000,61,Educational services,0,0.0,60,Asian,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11242,0,0.0,652,Firms with 250 to 499 employees,001,All firms,0,0.0,0100000US,United States,01,00000,61,Educational services,0,0.0,60,Asian,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11243,0,0.0,657,Firms with 500 employees or more,001,All firms,0,0.0,0100000US,United States,01,00000,61,Educational services,0,0.0,60,Asian,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11244,17695,21.8,001,All firms,001,All firms,2750,14.7,0100000US,United States,01,00000,61,Educational services,368879,30.2,60,Asian,0,0.0,001,All firms,002,Female-owned,00,001,All firms,2014,001,All firms,00
11245,11977,12.5,001,All firms,001,All firms,2595,9.8,0100000US,United States,01,00000,61,Educational services,300840,22.9,60,Asian,0,0.0,001,All firms,003,Male-owned,00,001,All firms,2014,001,All firms,00
11246,6176,52.6,001,All firms,001,All firms,595,27.1,0100000US,United States,01,00000,61,Educational services,71149,48.5,60,Asian,0,0.0,001,All firms,004,Equally male-/female-owned,00,001,All firms,2014,001,All firms,00
11247,0,0.0,001,All firms,001,All firms,29,87.8,0100000US,United States,01,00000,61,Educational services,0,0.0,70,Native Hawaiian and Other Pacific Islander,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11248,0,0.0,001,All firms,001,All firms,0,0.0,0100000US,United States,01,00000,61,Educational services,0,0.0,70,Native Hawaiian and Other Pacific Islander,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,311,Firms with less than 2 years in business,00
11249,0,0.0,001,All firms,001,All firms,26,97.1,0100000US,United States,01,00000,61,Educational services,0,0.0,70,Native Hawaiian and Other Pacific Islander,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,318,Firms with 2 to 3 years in business,00
11250,0,0.0,001,All firms,001,All firms,0,0.0,0100000US,United States,01,00000,61,Educational services,0,0.0,70,Native Hawaiian and Other Pacific Islander,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,319,Firms with 4 to 5 years in business,00
11251,0,0.0,001,All firms,001,All firms,3,103.1,0100000US,United States,01,00000,61,Educational services,0,0.0,70,Native Hawaiian and Other Pacific Islander,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,321,Firms with 6 to 10 years in business,00
11252,0,0.0,001,All firms,001,All firms,0,0.0,0100000US,United States,01,00000,61,Educational services,0,0.0,70,Native Hawaiian and Other Pacific Islander,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,322,Firms with 11 to 15 years in business,00
11253,0,0.0,001,All firms,001,All firms,0,0.0,0100000US,United States,01,00000,61,Educational services,0,0.0,70,Native Hawaiian and Other Pacific Islander,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,323,Firms with 16 or more years in business,00
11254,162155,5.3,630,Firms with 10 to 19 employees,001,All firms,12051,5.6,0100000US,United States,01,00000,61,Educational services,3571298,6.3,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11255,0,0.0,630,Firms with 10 to 19 employees,001,All firms,364,45.8,0100000US,United States,01,00000,61,Educational services,0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,002,Veteran-owned,2014,001,All firms,00
11256,2826,44.7,630,Firms with 10 to 19 employees,001,All firms,192,45.6,0100000US,United States,01,00000,61,Educational services,47372,42.2,00,All firms,0,0.0,001,All firms,001,All firms,00,003,Equally veteran-/nonveteran-owned,2014,001,All firms,00
11257,96868,7.7,630,Firms with 10 to 19 employees,001,All firms,7353,8.0,0100000US,United States,01,00000,61,Educational services,1873064,13.2,00,All firms,0,0.0,001,All firms,001,All firms,00,004,Nonveteran-owned,2014,001,All firms,00
11258,104853,8.1,630,Firms with 10 to 19 employees,001,All firms,7910,8.3,0100000US,United States,01,00000,61,Educational services,2062051,11.8,00,All firms,0,0.0,001,All firms,001,All firms,00,096,"All firms classifiable by gender, ethnicity, race, and veteran status",2014,001,All firms,00
11259,57302,3.3,630,Firms with 10 to 19 employees,001,All firms,4141,3.7,0100000US,United States,01,00000,61,Educational services,1509247,7.2,00,All firms,0,0.0,001,All firms,001,All firms,00,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",2014,001,All firms,00
11260,5209,34.8,630,Firms with 10 to 19 employees,020,Hispanic,434,36.7,0100000US,United States,01,00000,61,Educational services,115492,32.5,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11261,0,0.0,630,Firms with 10 to 19 employees,028,Equally Hispanic/non-Hispanic,127,50.8,0100000US,United States,01,00000,61,Educational services,0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11262,97907,8.1,630,Firms with 10 to 19 employees,029,Non-Hispanic,7349,8.2,0100000US,United States,01,00000,61,Educational services,1897948,13.0,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11263,104853,8.1,630,Firms with 10 to 19 employees,096,"All firms classifiable by gender, ethnicity, race, and veteran status",7910,8.3,0100000US,United States,01,00000,61,Educational services,2062051,11.8,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11264,57302,3.3,630,Firms with 10 to 19 employees,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",4141,3.7,0100000US,United States,01,00000,61,Educational services,1509247,7.2,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11265,320873,4.1,641,Firms with 20 to 49 employees,001,All firms,10412,4.0,0100000US,United States,01,00000,61,Educational services,8417863,7.4,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11266,7795,39.1,641,Firms with 20 to 49 employees,001,All firms,243,34.7,0100000US,United States,01,00000,61,Educational services,209550,36.9,00,All firms,0,0.0,001,All firms,001,All firms,00,002,Veteran-owned,2014,001,All firms,00
11267,0,0.0,641,Firms with 20 to 49 employees,001,All firms,22,95.6,0100000US,United States,01,00000,61,Educational services,0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,003,Equally veteran-/nonveteran-owned,2014,001,All firms,00
11268,106257,11.7,641,Firms with 20 to 49 employees,001,All firms,3698,11.1,0100000US,United States,01,00000,61,Educational services,2364083,26.6,00,All firms,0,0.0,001,All firms,001,All firms,00,004,Nonveteran-owned,2014,001,All firms,00
11269,114558,11.2,641,Firms with 20 to 49 employees,001,All firms,3963,10.6,0100000US,United States,01,00000,61,Educational services,2584488,23.8,00,All firms,0,0.0,001,All firms,001,All firms,00,096,"All firms classifiable by gender, ethnicity, race, and veteran status",2014,001,All firms,00
11270,206315,3.3,641,Firms with 20 to 49 employees,001,All firms,6450,3.4,0100000US,United States,01,00000,61,Educational services,5833375,4.5,00,All firms,0,0.0,001,All firms,001,All firms,00,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",2014,001,All firms,00
11271,0,0.0,641,Firms with 20 to 49 employees,020,Hispanic,72,70.0,0100000US,United States,01,00000,61,Educational services,0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11272,0,0.0,641,Firms with 20 to 49 employees,028,Equally Hispanic/non-Hispanic,93,63.1,0100000US,United States,01,00000,61,Educational services,0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11273,109670,12.0,641,Firms with 20 to 49 employees,029,Non-Hispanic,3797,11.5,0100000US,United States,01,00000,61,Educational services,2462186,25.7,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11274,114558,11.2,641,Firms with 20 to 49 employees,096,"All firms classifiable by gender, ethnicity, race, and veteran status",3963,10.6,0100000US,United States,01,00000,61,Educational services,2584488,23.8,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11275,206315,3.3,641,Firms with 20 to 49 employees,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",6450,3.4,0100000US,United States,01,00000,61,Educational services,5833375,4.5,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11276,302590,4.3,642,Firms with 50 to 99 employees,001,All firms,4446,4.2,0100000US,United States,01,00000,61,Educational services,9990712,5.6,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11277,0,0.0,642,Firms with 50 to 99 employees,001,All firms,1,0.0,0100000US,United States,01,00000,61,Educational services,0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,002,Veteran-owned,2014,001,All firms,00
11278,0,0.0,642,Firms with 50 to 99 employees,001,All firms,17,122.6,0100000US,United States,01,00000,61,Educational services,0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,003,Equally veteran-/nonveteran-owned,2014,001,All firms,00
11279,57546,19.9,642,Firms with 50 to 99 employees,001,All firms,837,19.0,0100000US,United States,01,00000,61,Educational services,1803742,24.2,00,All firms,0,0.0,001,All firms,001,All firms,00,004,Nonveteran-owned,2014,001,All firms,00
11280,59144,21.3,642,Firms with 50 to 99 employees,001,All firms,855,20.2,0100000US,United States,01,00000,61,Educational services,1847822,25.0,00,All firms,0,0.0,001,All firms,001,All firms,00,096,"All firms classifiable by gender, ethnicity, race, and veteran status",2014,001,All firms,00
11281,243446,3.6,642,Firms with 50 to 99 employees,001,All firms,3591,3.8,0100000US,United States,01,00000,61,Educational services,8142889,4.2,00,All firms,0,0.0,001,All firms,001,All firms,00,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",2014,001,All firms,00
11282,0,0.0,642,Firms with 50 to 99 employees,020,Hispanic,36,81.8,0100000US,United States,01,00000,61,Educational services,0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11283,0,0.0,642,Firms with 50 to 99 employees,028,Equally Hispanic/non-Hispanic,17,122.6,0100000US,United States,01,00000,61,Educational services,0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11284,55340,19.4,642,Firms with 50 to 99 employees,029,Non-Hispanic,801,18.7,0100000US,United States,01,00000,61,Educational services,1774518,24.4,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11285,59144,21.3,642,Firms with 50 to 99 employees,096,"All firms classifiable by gender, ethnicity, race, and veteran status",855,20.2,0100000US,United States,01,00000,61,Educational services,1847822,25.0,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
11286,243446,3.6,642,Firms with 50 to 99 employees,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",3591,3.8,0100000US,United States,01,00000,61,Educational services,8142889,4.2,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
